"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","INCOME_MOD","HOME_VAL_MOD","BLUEBOOK_MOD","OLD_CLAIM_MOD","HSDropout","Bachelors","Masters","PhD","Panel_Truck","Pickup","Sports_Car","Van","SUV","Professional","Blue_Collar","Clerical","Doctor","Lawyer","Manager","Home_Maker","Student"
"446","0",0,0,59,2,16,35192,0,165343,1,0,"z_High_School","Clerical",30,0,10920,7,"z_SUV",0,0,0,0,0,3,0,93.0272600752878,3.40624084961182,72.7144353918219,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"447","0",0,0,40,3,0,0,1,92488,0,0,"z_High_School","Home_Maker",28,0,7120,7,"Sports_Car",0,0,0,0,3,6,0,0,3.21026371157518,59.702604447376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","0",0,0,53,0,13,189509,0,0,0,0,"PhD","Manager",36,0,27680,1,"z_SUV",0,0,0,0,3,17,0,192.84737010681,0,111.644816836065,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"449","0",0,0,40,0,9,25505,0,0,0,0,"z_High_School","z_Blue_Collar",40,1,17330,1,"z_SUV",0,0,0,0,1,10,0,80.9224023016332,0,89.9676004421405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"450","0",0,1,40,2,15,30324,1,0,0,0,"<High_School","z_Blue_Collar",27,0,11590,1,"z_SUV",0,0,0,0,5,6,0,87.2194912858334,0,74.7381707304328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"451","0",0,0,39,1,11,61793,0,226016,1,0,"Masters","Professional",26,0,28290,6,"Pickup",0,0,0,0,0,1,0,118.707103566095,3.5165937251146,112.772391087217,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"452","0",0,0,57,0,14,62894,0,242043,1,1,"Bachelors","Professional",38,0,14870,7,"Minivan",0,3989,1,0,7,11,0,119.61834536074,3.54125367128135,83.8369280426172,8.29154650988391,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"453","0",0,0,50,0,13,63799,0,0,0,1,"<High_School","z_Blue_Collar",43,0,16050,1,"Minivan",0,3754,1,0,3,1,0,120.360617276539,0,86.8408352533003,8.23084356419823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","0",0,1,40,3,9,130051,0,379840,1,0,"Bachelors","z_Blue_Collar",23,1,23470,11,"Minivan",0,0,0,0,2,9,0,163.836714535392,3.70782536516434,103.468114332381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","0",0,0,46,0,10,35678,0,153217.671428571,0,0,"Bachelors","Student",73,1,12610,14,"z_SUV",0,0,0,0,0,8,0,93.5813739160557,3.37988172944909,77.7015451091151,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"456","0",0,0,51,0,11,51605,0,0,0,1,"<High_School","z_Blue_Collar",41,0,15100,4,"Minivan",0,30605,1,1,5,7,0,109.798281230888,0,84.4322519327044,10.328951347151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","0",0,0,35,3,11,88117,1,236440,0,0,"Bachelors","z_Blue_Collar",55,1,17400,6,"Minivan",0,0,0,0,0,10,0,138.423826794248,3.53280394735199,90.134946119513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","0",0,0,59,0,13,63969,0,187263,0,0,"z_High_School","z_Blue_Collar",42,1,16210,4,"Pickup",0,4733,3,0,11,1,0,120.499382171193,3.44976968601071,87.2388576046502,8.46252579007393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"459","0",0,0,54,0,12,102295,0,299916,0,1,"PhD","Manager",18,0,14320,4,"Minivan",0,0,0,0,0,15,0,147.661391967305,3.61954485355953,82.3928890353832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"460","0",0,0,35,2,0,0,0,75659,1,0,"<High_School","Student",29,0,6140,10,"Sports_Car",0,10139,1,0,0,1,0,0,3.145167511304,55.7629343520703,9.22424327714517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"461","0",0,0,55,0,9,41159,0,190351,1,1,"<High_School","Clerical",28,1,11120,6,"Pickup",0,0,0,0,0,6,0,99.5550431004979,3.45552967253689,73.3253773970026,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"462","0",0,0,54,0,15,48466,0,187224,1,0,"Bachelors","z_Blue_Collar",41,1,29490,4,"Minivan",0,0,0,0,0,3,0,106.854864532246,3.44969639621381,114.952936564567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","0",0,0,52,0,10,2680,0,0,0,0,"PhD","Home_Maker",53,0,11380,11,"Minivan",0,0,0,0,0,17,0,30.505796289235,0,74.1108139010445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","0",0,2,36,2,9,69434,0,230609,1,1,"Bachelors","z_Blue_Collar",49,0,3860,4,"Minivan",0,3367,2,0,0,7,0,124.853509997966,3.52381725440862,45.0211669206904,8.12207437536222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","0",0,0,57,0,10.3790913531998,77686,0,240777,1,1,"PhD","Doctor",27,0,27020,6,"Minivan",0,0,0,0,3,8.18339960238569,0,131.074562044543,3.53935993061337,110.409627306926,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"466","0",0,0,45,0,6,75109,0,277896,0,1,"Masters","Lawyer",26,0,15350,1,"Minivan",0,0,0,0,0,19,0,129.17385697122,3.59150102037124,85.0738256968749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"467","0",0,1,42,3,11,59800,1,0,0,1,"z_High_School","Clerical",37,0,11680,3,"Pickup",0,6914,3,0,5,1,0,117.033882512039,0,75.0051615017911,8.84144824409886,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"468","0",0,0,29,1,0,0,0,0,1,0,"z_High_School","Home_Maker",42,0,10860,1,"z_SUV",0,0,0,1,0,1,0,0,0,72.5299786197993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"469","0",0,0,47,0,11,46812,0,166668,1,1,"Masters","Lawyer",36,0,10880,10,"Pickup",0,0,0,1,0,16,0,105.260315164591,3.40901511517156,72.5915251037727,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"470","0",0,0,46,0,11,97475,0,153217.671428571,0,0,"z_High_School","Manager",51,0,21440,4,"Sports_Car",0,8393,1,0,5,7,0,144.607485538943,3.37988172944909,99.2417980244343,9.03527244389354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"471","0",0,0,46,0,16,46018,0,153217.671428571,1,0,"Bachelors","Professional",13,0,16700,4,"Minivan",0,1003,1,0,0,12,0,104.483499782536,3.37988172944909,88.4447977591669,6.91174730025167,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"472","0",0,0,30,0,0,0,0,0,0,1,"z_High_School","Student",25,1,4500,1,"Pickup",0,2409,3,0,3,9,0,0,0,48.3204498563687,7.7873820264847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"473","0",0,0,43,2,10,27496,0,152043,1,0,"<High_School","Clerical",47,1,35890,6,"Panel_Truck",0,0,0,1,0,8.18339960238569,0,83.5995041976832,3.3772295133167,125.84697021131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"474","0",0,0,37,0,12,49548,0,0,0,0,"z_High_School","Clerical",29,0,7120,6,"z_SUV",0,0,0,0,0,1,0,107.881335432708,0,59.702604447376,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"475","0",0,0,57,0,11,93401,0,0,0,0,"Bachelors","Manager",12,1,28100,6,"Pickup",0,7314,2,0,5,13,0,141.95876445043,0,112.422597014,8.89768231345422,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"476","0",0,0,51,0,12,82886,0,237613,1,0,"PhD","Home_Maker",26,0,21480,3,"Sports_Car",0,26426,2,0,3,17,0,134.803867306644,3.53458768640061,99.3271105013222,10.1821414937779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","0",0,3,40,3,12,47456,0,165012,1,1,"z_High_School","z_Blue_Collar",36,1,25920,1,"Panel_Truck",0,3402,1,0,0,5,0,105.884906878679,3.40554469069317,108.314284126182,8.13241267450091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","0",0,0,32,2,12,39144,1,0,0,0,"<High_School","z_Blue_Collar",34,0,5410,4,"z_SUV",0,23418,3,1,5,1,0,97.4145957848661,0,52.6022037586591,10.0613029376919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"479","0",0,0,46,0,6,34508,0,183694,1,0,"z_High_School","Clerical",14,0,8430,1,"z_SUV",0,25401,3,0,1,6,0,92.2399945859058,3.44300526687527,64.53666394168,10.1425831900643,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"480","0",0,1,38,1,6,60324.2653769841,0,113408,1,0,"<High_School","Clerical",52,0,7340,7,"z_SUV",0,0,0,0,0,1,0,117.477055900394,3.2777336259888,60.546059538005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"481","0",0,0,50,0,12,73671,0,153217.671428571,1,0,"Masters","Lawyer",6,0,22420,1,"Minivan",0,0,0,0,0,15,0,128.097133858563,3.37988172944909,101.307830578899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"482","0",0,0,49,0,11,89659,0,0,0,1,"Bachelors","Professional",31,0,1500,4,"Minivan",0,5064,2,0,1,13,0,139.467544500984,0,29.119108217154,8.53010941668278,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"483","0",0,0,51,0,7,141546,0,351285,0,1,"PhD","Manager",18,1,29330,4,"Panel_Truck",0,1184,2,0,4,8.18339960238569,0,169.956845304045,3.67838582027431,114.664996210657,7.07749805356923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"484","0",0,0,46,0,14,34705,0,173076,1,1,"z_High_School","z_Blue_Collar",50,1,9570,7,"Pickup",0,0,0,0,0,7,0,92.4676365059249,3.42215880171055,68.4227308185248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"485","0",0,0,38,0,0,0,0,0,0,0,"<High_School","Student",40,0,1630,4,"Sports_Car",0,9228,2,0,7,6,0,0,0,30.256485870666,9.13010597926558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"486","0",0,0,36,2,12,69546,0,186300,1,0,"z_High_School","z_Blue_Collar",33,1,12050,1,"Sports_Car",0,5106,2,0,1,1,0,124.940673768772,3.44795596922011,76.0913043195662,8.53836742664764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","0",0,0,41,1,10,137815,1,0,0,0,"Bachelors","Manager",33,0,16160,9,"Minivan",0,0,0,1,1,1,0,168.002359009171,0,87.1147040021792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"488","0",0,0,43,0,9,43505,0,107149,0,0,"Bachelors","Clerical",37,0,10780,4,"z_SUV",0,3904,1,0,5,10,0,101.9735319831,3.25880811017472,72.2831797085842,8.27001306227379,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"489","0",0,0,41,3,12,48762,0,176946,1,0,"z_High_School","Clerical",26,0,28090,1,"Minivan",0,3996,2,0,4,12,0,107.136953768015,3.42988656014451,112.40415153759,8.29329935871132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"490","0",0,2,45,2,10,71119,1,0,0,0,"Bachelors","Clerical",43,0,15600,1,"Minivan",0,3534,3,0,5,4,0,126.156543867933,0,85.7097917396742,8.17046857833067,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"491","0",0,1,39,2,10.3790913531998,40608,1,176832,0,0,"z_High_School","Clerical",20,0,9130,9,"z_SUV",0,0,0,0,3,6,0,98.9757549287944,3.42966110004545,66.9540771573598,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"492","0",0,0,43,0,11,50260,0,178766,1,0,"z_High_School","Professional",36,0,20490,6,"Minivan",0,0,0,0,0,1,0,108.549876999997,3.43346845850135,97.1898345529244,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"493","0",0,0,36,0,9,32645,0,190491,1,1,"PhD","Doctor",51,0,8360,4,"Minivan",0,7466,3,0,0,14,0,90.0497723796251,3.45578881840959,64.2890626810513,8.9182485910357,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"494","0",0,2,39,2,10.3790913531998,64990,0,197575,1,0,"z_High_School","Professional",5,1,17510,10,"Pickup",0,0,0,0,0,7,0,121.328422367295,3.46868340886311,90.3971864030795,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"495","0",0,0,45,0,13,107012,0,322746,1,1,"Masters","Manager",43,1,28300,4,"Panel_Truck",0,0,0,0,3,1,0,150.572015665647,3.6467316691465,112.790766174043,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"496","0",0,0,46,0,7,76216,0,0,0,0,"Masters","Home_Maker",56,0,13720,4,"z_SUV",0,0,0,1,3,19,0,129.994801115465,0,80.7830498543495,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"497","0",0,1,51,1,8,60324.2653769841,0,253662,1,1,"z_High_School","z_Blue_Collar",5,1,12430,1,"Minivan",0,9000,1,0,0,11,0,117.477055900394,3.55823028752661,77.1882492036035,9.10509096125709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","0",0,0,55,0,12,51512,0,0,0,1,"Bachelors","Clerical",29,1,9160,6,"Pickup",0,0,0,0,0,4,0,109.712558372899,0,67.0554086224877,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"499","0",0,0,51,0,14,37098,0,153217.671428571,0,1,"Masters","",24,1,10310,7,"Pickup",0,9736,3,0,2,19,0,95.1762885284213,3.37988172944909,70.8128778716514,9.18368834097876,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"500","0",0,1,38,1,9,100796,1,0,0,1,"Bachelors","Professional",26,0,16860,6,"Minivan",0,3011,4,0,0,8.18339960238569,0,146.720550553371,0,88.8344340570594,8.01035958891978,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"501","0",0,0,43,1,12,71402,0,210868,1,0,"Masters","",21,1,27250,1,"Panel_Truck",0,9712,3,0,1,15,0,126.373668591658,3.49179781800165,110.841899464436,9.18122047340233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","0",0,0,50,0,0,0,0,153217.671428571,0,0,"z_High_School","Home_Maker",8,0,6500,7,"z_SUV",0,0,0,0,0,1,0,0,3.37988172944909,57.2470428120587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"503","0",0,0,29,3,13,24365,1,0,0,0,"z_High_School","Student",9,1,6840,7,"z_SUV",0,36744,1,1,2,1,0,79.3359192162686,0,58.6085346162798,10.511757440963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"504","0",0,0,40,2,11,60324.2653769841,1,0,0,1,"Bachelors","Professional",5,0,16080,3,"Minivan",0,0,0,0,0,1,0,117.477055900394,0,86.9156268007678,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"505","0",0,2,43,3,12,53073,1,213525,0,0,"Masters","Lawyer",39,0,23100,10,"Pickup",0,5328,4,0,5,13,0,111.139972480964,3.4962603941885,102.712931088734,8.58091888229678,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"506","0",0,0,52,0,0,0,0,148315,1,1,"<High_School","Student",62,0,7070,4,"Pickup",0,0,0,0,2,1,0,0,3.36868868458203,59.5089585360181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"507","0",0,0,51,0,8,46993,0,175488,1,0,"Bachelors","z_Blue_Collar",40,1,11300,1,"Minivan",0,4219,4,0,3,6,0,105.436349985642,3.42699315746221,73.8701808802428,8.34759040703006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","0",0,0,48,0,9,16468,0,127759,1,0,"<High_School","Clerical",19,0,16540,1,"z_SUV",0,0,0,0,0,1,0,66.958465402195,3.31781322080758,88.053144107857,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"509","0",0,1,43,2,12,83803,1,285833,0,0,"z_High_School","z_Blue_Collar",31,1,19050,7,"z_SUV",0,1670,2,0,2,8.18339960238569,0,135.447624285582,3.60183207712495,93.9791658147718,7.42117752859539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"510","0",0,1,44,2,10.3790913531998,63215,0,202136,1,0,"Bachelors","Professional",9,0,12930,6,"z_SUV",0,7746,1,0,5,10,0,119.882315210078,3.47676753807321,78.6044113954345,8.9550609506319,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"511","0",0,0,46,0,12,128026,0,350087,1,0,"PhD","Manager",27,1,21170,6,"Pickup",0,0,0,0,0,8.18339960238569,0,162.727184567112,3.67710431440081,98.6636812763037,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"512","0",0,0,34,1,10,74356,0,233461,1,0,"Bachelors","Manager",41,0,1500,13,"z_SUV",0,5926,2,0,8,13,0,128.611509673901,3.52823791641309,29.119108217154,8.68727346178784,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"513","0",0,1,37,3,6,29251,1,153217.671428571,0,0,"<High_School","Clerical",37,0,22300,12,"Minivan",0,0,0,0,0,5,0,85.8694993521513,3.37988172944909,101.057498040029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"514","0",0,0,28,2,10.3790913531998,11550,0,104450,1,1,"<High_School","Clerical",23,0,6180,1,"Minivan",0,0,0,0,0,1,0,57.4246027025588,3.25033901832592,55.9301117440431,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"515","0",0,0,45,0,11,124745,0,0,0,0,"Masters","Lawyer",45,0,27150,6,"Pickup",0,0,0,0,2,8.18339960238569,0,160.908143007376,0,110.654197642126,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"516","0",0,0,51,0,11,71939,0,0,0,1,"Bachelors","Manager",14,0,13790,1,"Minivan",0,0,0,0,2,8,0,126.784331102747,0,80.9727943095507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"517","0",0,0,37,2,11,36073,0,153217.671428571,1,1,"<High_School","Clerical",32,1,22690,6,"Panel_Truck",0,8193,4,0,5,6,0,94.0285890545698,3.37988172944909,101.868451053141,9.01115745810682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"518","0",0,2,44,2,13,142551,1,391566,0,0,"Masters","Lawyer",16,0,5900,11,"Sports_Car",0,39019,1,0,8,18,0,170.478307922668,3.71934194072841,54.7473090316058,10.5718296141771,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"519","0",0,0,47,0,7,69496,0,0,0,1,"z_High_School","Professional",43,1,24310,10,"Panel_Truck",0,0,0,0,0,8.18339960238569,0,124.901771213261,0,105.159101324179,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"520","0",0,0,49,0,10,41068,0,0,0,1,"z_High_School","z_Blue_Collar",28,1,21130,6,"Van",0,7463,2,0,0,1,0,99.4596756474223,0,98.5776970713284,8.91784674252718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"521","0",0,0,45,1,9,51221,0,166715,1,1,"<High_School","Clerical",51,0,16550,1,"Minivan",0,0,0,0,1,6,0,109.443760482708,3.40911315888452,88.0776821292658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"522","0",0,0,44,0,0,0,0,0,0,0,"PhD","Home_Maker",26,0,22490,11,"Minivan",0,0,0,0,1,15,0,0,0,101.453524480043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","0",0,0,49,0,13,96057,0,245655,1,1,"Bachelors","Professional",76,1,27660,6,"Panel_Truck",0,0,0,0,2,9,0,143.692819070155,3.54660818507306,111.607621542382,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"524","0",0,0,35,0,5,37684,0,155474,0,1,"Masters","Professional",29,0,11040,1,"Minivan",0,9788,2,0,3,9,0,95.82437137534,3.384925329852,73.0817171029067,9.18901458526143,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"525","0",0,0,41,0,11,56281,0,179309,0,1,"Bachelors","Manager",54,0,11230,1,"Minivan",0,5916,1,0,1,13,0,114.00047521837,3.43453078146289,73.6588726414254,8.68558484267669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"526","0",0,0,56,1,10.3790913531998,50384,0,191197,1,1,"Bachelors","Manager",38,0,14990,1,"Minivan",0,0,0,0,0,9,0,108.665758191917,3.45709305383539,84.1481461840328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"527","0",0,0,51,0,10.3790913531998,57910,0,229038,1,1,"Masters","Lawyer",13,0,13610,10,"Minivan",0,0,0,0,2,13,0,115.4176675807,3.52136115694857,80.4838227089922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"528","0",0,0,41,1,12,141776,0,352314,1,1,"PhD","",62,1,22220,4,"Van",0,0,0,0,0,11,0,170.076369781263,3.67948341675219,100.890206089421,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"529","0",0,0,38,4,19,30735,0,136298,1,0,"<High_School","Clerical",15,0,21430,10,"Minivan",0,0,0,0,0,4,0,87.729404852613,3.33978052013292,99.220456503407,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"530","0",0,0,51,0,10.3790913531998,104346,0,319207,1,0,"z_High_School","z_Blue_Collar",33,1,24860,17,"Minivan",0,2131,1,0,3,1,0,148.936115922824,3.64263272956432,106.249285523247,7.66481578528574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","0",0,0,62,0,11,34580,0,195895,1,0,"Masters","Lawyer",12,0,20880,1,"Minivan",0,6200,1,0,3,12,0,92.3232788944187,3.46566341542619,98.0382968345519,8.73246584834988,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"532","0",0,0,47,0,8,130087,0,0,0,0,"Masters","Lawyer",28,0,11980,1,"z_SUV",0,0,0,0,0,22,0,163.856350572901,0,75.887211201794,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"533","0",0,0,47,0,9,59233,0,167038,0,0,"Bachelors","z_Blue_Collar",14,1,21420,1,"Minivan",0,0,0,0,1,8,0,116.5520977966,3.4097862780183,99.1991096139583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534","0",0,0,53,0,11,91924,0,249756,1,1,"z_High_School","z_Blue_Collar",5,1,19330,13,"Van",0,20463,1,1,3,8,0,140.982341674454,3.55260256384651,94.6134512530498,9.92642252381862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"535","0",0,0,47,0,12,60936,0,254729,1,1,"Bachelors","Professional",24,0,14220,10,"Minivan",0,0,0,0,0,10,0,117.991417104628,3.55975407499675,82.127142787703,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"536","0",0,0,53,0,8,132536,0,368061,1,1,"Bachelors","Professional",43,1,20050,1,"Van",0,0,0,0,0,9,0,165.184982265712,3.69593070278413,96.2220771446701,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"537","0",0,0,55,0,12,41341,0,0,0,0,"Masters","Lawyer",24,0,10690,7,"Minivan",0,0,0,1,0,9,0,99.7454199852967,0,72.0043479835249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"538","0",0,0,41,0,7,37771,0,169247,1,0,"Bachelors","Home_Maker",44,0,9380,4,"z_SUV",0,0,0,0,0,11,0,95.9201000690588,3.41435866327481,67.7931023392815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"539","0",0,0,56,0,13,112246,0,0,0,1,"PhD","Lawyer",10,0,17180,7,"Van",0,0,0,0,2,10,0,153.71773910457,0,89.6077714491459,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"540","0",0,0,38,0,7,94513,0,256582,1,0,"Bachelors","Manager",20,0,19120,10,"z_SUV",0,0,0,0,0,14,0,142.688128095836,3.56238678422283,94.1382057136033,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"541","0",0,0,56,0,12,146309,0,426818,1,0,"Masters","Lawyer",11,0,34460,6,"Pickup",0,0,0,0,3,15,0,172.409964003326,3.75218945070604,123.510062335246,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"542","0",0,0,41,0,0,0,0,0,0,0,"z_High_School","Home_Maker",40,0,12860,4,"z_SUV",0,0,0,0,0,1,0,0,0,78.4079477030618,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"543","0",0,0,54,0,12,40818,0,0,0,0,"Masters","Lawyer",34,0,10980,1,"z_SUV",0,5050,2,0,0,15,0,99.1970587680017,0,72.8983466926511,8.52734152246805,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"544","0",0,0,31,1,8,30348,1,128843,0,1,"Bachelors","Clerical",47,0,4600,10,"Minivan",0,2118,1,0,4,9,0,87.2493746015497,3.3206737150534,48.8125347507088,7.6586995582683,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"545","0",0,0,61,0,14,203920,0,488199,1,1,"z_High_School","z_Blue_Collar",42,1,27990,1,"Minivan",0,0,0,0,0,9,0,199.065547698505,3.80396824036106,112.219501768327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546","0",0,0,52,0,14,7356,0,0,1,1,"z_High_School","Student",20,0,3030,1,"Minivan",0,6796,2,0,0,7,0,47.2341239593541,0,40.2666084563082,8.82423661734664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"547","0",0,0,39,0,10,111619,0,153217.671428571,0,1,"Masters","Lawyer",24,0,28390,4,"Minivan",0,0,0,0,0,16,0,153.34534930692,3.37988172944909,112.955984711543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"548","0",0,0,63,0,15,42209,0,0,0,1,"z_High_School","z_Blue_Collar",22,1,16250,1,"z_SUV",0,6379,3,0,8,9,0,100.646897566951,0,87.3380319461937,8.76092337633884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"549","0",0,0,53,0,12,72537,0,0,0,1,"Bachelors","z_Blue_Collar",23,1,18880,1,"Van",0,0,0,0,3,1,0,127.239602139677,0,93.5916098116628,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"550","0",0,0,41,0,0,0,0,0,1,0,"z_High_School","Home_Maker",49,0,5700,7,"z_SUV",0,50807,3,0,0,7,0,0,0,53.8838115343535,10.8358091014828,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"551","0",0,0,39,2,12,36143,1,0,0,1,"z_High_School","Clerical",44,0,5400,1,"Pickup",0,0,0,0,0,10,0,94.1075522745595,0,52.55735771913,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
