"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","HSDropout","Bachelors","Masters","PhD","Panel_Truck","Pickup","Sports_Car","Van","SUV","Professional","Blue_Collar","Clerical","Doctor","Lawyer","Manager","Home_Maker","Student","INCOME_MOD","HOME_VAL_MOD","BLUEBOOK_MOD","OLD_CLAIM_MOD"
"1221","1",5017,0,24,0,10,20220,0,115168,1,0,"z_High_School","z_Blue_Collar",5,1,17850,11,"Sports_Car",0,27872,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.8092451544977,3.28288633462648,91.202180054668,10.2354137573094
"1222","0",0,0,38,0,14,20449,0,143283,1,1,"z_High_School","Clerical",8,0,16580,4,"Van",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,81.2134068403752,3.35684938621959,88.1512482817612,0
"1223","1",1793,0,61,0,9,28390,0,171805,1,1,"z_High_School","z_Blue_Collar",43,1,14350,7,"z_SUV",0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.9187424603899,3.41958695351655,82.472417736045,0
"1224","0",0,0,32,3,12,77949,0,222584,1,1,"Bachelors","z_Blue_Collar",29,0,12180,6,"Pickup",0,0,0,0,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,146.917007164173,3.5111095667895,76.4686459169035,0
"1225","1",9470.1359949,1,40,2,0,0,1,0,0,0,"<High_School","Home_Maker",26,0,21340,1,"Minivan",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0281407713193,0
"1226","0",0,0,45,0,10,76115,0,262673,1,1,"z_High_School","z_Blue_Collar",5,1,13610,4,"Minivan",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.375533497969,3.57092208493832,80.4838227089922,0
"1227","0",0,0,48,0,15,132284,0,346399,1,1,"Masters","",58,1,20590,7,"Van",0,1327,2,0,3,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185.706772470506,3.67313437248959,97.4082129351825,7.19142933003638
"1228","0",0,0,32,1,12,61898.0946086055,0,133640,1,0,"z_High_School","Clerical",21,0,6760,1,"z_SUV",0,4211,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,132.651765725913,3.33307832680166,58.2915262776827,8.34569287325387
"1229","1",5802,0,28,3,11,57417,1,144443,0,0,"Bachelors","z_Blue_Collar",37,1,15640,1,"z_SUV",0,7628,2,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,128.308355938693,3.35961137470201,85.8110351906892,8.93971205409023
"1230","0",0,0,45,0,11,55239,0,0,0,1,"Masters","Lawyer",50,0,15700,1,"Minivan",0,0,0,0,3,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,126.128982691242,0,85.9626390324323,0
"1231","0",0,0,51,1,11,66296,0,205130,1,1,"Bachelors","Professional",58,1,29990,1,"Panel_Truck",0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,136.747339409432,3.48198564516624,115.847362518853,0
"1232","1",6057,0,60,0,13,8250,0,113386,1,1,"z_High_School","Student",14,1,8330,1,"Minivan",0,3730,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.3236696079128,3.27766876394215,64.1826058396781,8.22443157322116
"1233","0",0,0,50,0,6,32310,0,0,0,1,"Bachelors","Manager",35,1,33150,3,"Panel_Truck",0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.4572100637972,0,121.322935149395,0
"1234","0",0,0,34,1,11,114901,0,295872,1,0,"PhD","Doctor",19,0,19940,1,"Pickup",0,0,0,0,0,19,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,174.471079082435,3.6145363320207,95.9783536337348,0
"1235","0",0,0,36,0,12,62419,0,197290,1,1,"Bachelors","Clerical",62,0,16850,1,"Minivan",0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133.145148183529,3.46817271674751,88.810140330959,0
"1236","1",5636.5045383,0,22,0,0,0,0,0,0,0,"z_High_School","Home_Maker",63,0,13520,4,"z_SUV",0,28386,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.2380295312388,10.2536865728725
"1237","0",0,0,33,3,14,6607,0,0,1,1,"<High_School","Clerical",9,1,26940,10,"Panel_Truck",0,11963,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.2336357125953,0,110.258807133507,9.38965741974984
"1238","1",1482,2,39,3,12,39619,0,183660,1,0,"z_High_School","z_Blue_Collar",42,1,9360,13,"Sports_Car",0,1218,2,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.860733120477,3.44294026020826,67.7264272892951,7.10578612948127
"1239","0",0,0,37,0,16,32397,0,166306,1,0,"z_High_School","z_Blue_Collar",41,1,12740,1,"z_SUV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99.5757588045575,3.40825913682904,78.0698071044887,0
"1240","0",0,0,50,0,11,57669,0,229682,1,0,"Bachelors","Professional",36,0,14510,10,"Sports_Car",0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,128.557521918709,3.52236980906863,82.8950651354713,0
"1241","0",0,0,57,0,0,0,0,125266,1,0,"PhD","Home_Maker",5,1,23490,11,"Pickup",0,0,0,0,2,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.31115100648358,103.508751615066,0
"1242","0",0,0,48,0,12,49551,0,218904,1,0,"Bachelors","Professional",24,0,16310,11,"z_SUV",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,120.201039540457,3.50514410150114,87.4865470618465,0
"1243","1",11769.924406,0,52,0,10,83901,0,0,0,1,"Masters","",43,1,23650,6,"Panel_Truck",0,0,0,0,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.784995381448,0,103.833180702366,0
"1244","1",3254,0,40,3,13,44431,0,178105,1,0,"z_High_School","Clerical",47,0,12460,1,"z_SUV",0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,114.531496918672,3.43217136321509,77.2740754295696,0
"1245","0",0,0,36,0,12,44977,0,119567,1,1,"z_High_School","z_Blue_Collar",36,1,14780,4,"Minivan",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.152874776965,3.29546236258653,83.6026250456703,0
"1246","0",0,0,39,0,12,71345,0,259414,1,0,"Bachelors","z_Blue_Collar",34,1,29690,1,"Pickup",0,0,0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,141.266781028361,3.56637763660843,115.311680419492,0
"1247","0",0,0,35,1,0,0,0,99767,1,0,"z_High_School","Home_Maker",44,0,16870,4,"z_SUV",0,11353,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.23516671086336,88.858720017901,9.33732538373067
"1248","0",0,0,45,3,11,207123,1,488301,0,0,"PhD","Lawyer",42,0,27520,4,"Pickup",0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,226.510922725523,3.80404929905513,111.346847607026,0
"1249","0",0,0,50,0,12,36622,0,154253,0,1,"Bachelors","Manager",25,0,22210,4,"Minivan",0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105.132679130902,3.38220423620851,100.869271783651,0
"1250","0",0,0,65,0,12,61898.0946086055,0,187397,1,1,"Bachelors","z_Blue_Collar",50,1,18870,4,"Minivan",0,3357,4,0,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.651765725913,3.45002139782546,93.5687539363576,8.11910083763749
"1251","0",0,0,38,0,12,73664,0,0,0,0,"Bachelors","z_Blue_Collar",43,1,13950,4,"z_SUV",0,0,0,0,1,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,143.282812218498,0,81.4045555900345,0
"1252","0",0,0,36,0,8,68284,0,218441,1,0,"PhD","Doctor",31,0,8330,7,"z_SUV",0,4891,1,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,138.54896839709,3.50438718820141,64.1826058396781,8.49535649680706
"1253","0",0,0,42,2,14,66183,0,192396,1,0,"Bachelors","Professional",64,0,5700,4,"Sports_Car",0,4761,3,0,1,9,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,136.644034723667,3.45929816065122,53.8838115343535,8.46842302704681
"1254","0",0,0,43,0,11,190991,0,529523,1,1,"Masters","Manager",46,1,20600,3,"Van",0,0,0,0,2,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,218.518754188004,3.83562598816399,97.4300193023714,0
"1255","0",0,0,46,0,14,64800,0,221460,1,1,"Bachelors","Professional",26,0,12580,6,"Minivan",0,0,0,0,2,11,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,135.371651616003,3.50929695977617,77.6162713416974,0
"1256","0",0,0,34,1,15,109200,0,306724,1,1,"Masters","Lawyer",26,0,17840,1,"Van",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,170.581774850603,3.62784122364226,91.1786223209533,0
"1257","0",0,0,33,2,13,19296,0,154867.289723269,1,0,"z_High_School","Clerical",21,0,12350,10,"z_SUV",0,4931,2,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,79.1520212606313,3.38357563682182,76.9588319354135,8.50349986428423
"1258","0",0,0,39,0,9,35366,0,166481,1,0,"z_High_School","Clerical",30,0,1500,1,"Sports_Car",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103.519835348964,3.40862478028572,29.119108217154,0
"1259","0",0,0,48,0,8,103751,0,347956,1,0,"PhD","Professional",24,0,27950,6,"Minivan",0,0,0,0,3,13,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,166.757196441359,3.67481501015882,112.145542312336,0
"1260","0",0,0,41,0,11,98960,0,283545,0,1,"Bachelors","Professional",32,1,11400,7,"Pickup",0,0,0,0,0,13,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,163.300923652557,3.59888064155372,74.1708295739796,0
"1261","0",0,0,51,0,12,103029,0,0,0,1,"Masters","Lawyer",37,0,16900,5,"Van",0,37667,2,1,1,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,166.242113526242,0,88.9315313796478,10.53656620663
"1262","0",0,0,38,0,7,99207,0,303759,1,1,"Bachelors","Professional",27,0,17240,3,"Minivan",0,0,0,1,0,16,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,163.481361663551,3.62424854935633,89.7519054590347,0
"1263","1",4197,0,42,0,13,58008,0,213887,1,1,"z_High_School","z_Blue_Collar",54,1,18610,1,"Minivan",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.891754730599,3.49686452838628,92.9721936264921,0
"1264","0",0,0,47,0,6,101231,0,0,0,0,"PhD","Doctor",38,0,16320,8,"z_SUV",0,13518,1,0,4,11,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,164.950597285275,0,87.5112709343826,9.51185138236441
"1265","0",0,0,42,2,0,0,0,0,1,0,"<High_School","Student",32,0,5700,6,"z_SUV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53.8838115343535,0
"1266","1",5372,0,61,0,14,65775,0,199244,1,1,"Masters","Lawyer",57,0,28170,4,"Sports_Car",0,0,0,1,4,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136.270220778801,3.47166088026859,112.551616399391,0
"1267","0",0,0,37,0,7,27606,0,94925,0,1,"z_High_School","Manager",28,0,8280,13,"Pickup",0,7278,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,92.7608123399411,3.21879132209587,64.0047175295193,8.89274876911826
"1268","1",664,0,44,2,14,82068,0,215344,1,0,"Bachelors","z_Blue_Collar",26,1,8980,1,"z_SUV",0,4423,2,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150.306933797071,3.49928683709845,66.4447070827866,8.39479954320217
"1269","0",0,0,34,3,13,9573,0,114949,1,1,"Bachelors","Student",30,1,3270,4,"Minivan",0,0,0,1,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.0235491703648,3.28224904125902,41.7067658671339,0
"1270","0",0,0,53,0,9,43802,0,194653,0,1,"Bachelors","z_Blue_Collar",36,1,12870,13,"Minivan",0,0,0,0,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.810364903257,3.46341578799445,78.4360491742733,0
"1271","1",4085,0,28,1,9,61898.0946086055,1,0,0,0,"z_High_School","z_Blue_Collar",32,1,24560,7,"z_SUV",0,20778,3,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132.651765725913,0,105.656270107886,9.94169814029988
"1272","0",0,0,43,0,10,31428,0,0,0,1,"z_High_School","Clerical",5,0,5800,6,"Pickup",0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,98.2451947319849,0,54.3175665376285,0
"1273","1",6686,0,35,0,10,70274,0,0,0,1,"Masters","",32,1,12030,10,"Pickup",0,29205,3,1,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140.32338117083,0,76.0330573565832,10.2821294466004
"1274","1",3931,0,38,0,12,21119,0,136098,0,1,"<High_School","z_Blue_Collar",24,1,12180,10,"Pickup",0,3252,3,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.3816135904763,3.33928031871534,76.4686459169035,8.08733292647335
"1275","0",0,1,38,3,11,73677,1,0,0,0,"Bachelors","z_Blue_Collar",61,1,20610,1,"Minivan",0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.294013418044,0,97.4518199646599,0
"1276","0",0,0,60,0,13,104827,0,324437,0,1,"PhD","Doctor",14,0,18420,10,"Van",0,0,0,0,0,20,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,167.5211356877,3.64867598680795,92.5333994815086,0
"1277","0",0,0,28,1,4,107827,1,0,0,0,"Masters","",17,0,15080,4,"z_SUV",0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,169.628293253626,0,84.380679520265,0
"1278","0",0,0,43,0,0,61898.0946086055,0,0,0,1,"<High_School","Student",62,1,11680,6,"Pickup",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,132.651765725913,0,75.0051615017911,0
"1279","1",2593,0,40,0,12,2289,0,0,0,0,"z_High_School","Student",21,0,5730,4,"z_SUV",0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30.783860772154,0,54.0143657329538,0
"1280","0",0,0,41,0,8,95166,0,306407,0,1,"Bachelors","Professional",31,0,26890,6,"Minivan",0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,160.497194113809,3.6274586090208,110.164421910024,0
"1281","0",0,0,58,0,11,98263,0,296689,1,0,"Masters","Lawyer",27,0,31700,11,"Van",0,38683,1,1,7,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,162.790395571907,3.61555312633004,118.847026373563,10.5631813568369
"1282","0",0,0,28,4,13,1754,1,0,0,1,"z_High_School","Student",23,1,5810,14,"Pickup",0,10118,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27.3593079609337,0,54.3607195950477,9.22217012372976
"1283","0",0,1,39,2,14,33915,0,161735,1,0,"z_High_School","z_Blue_Collar",32,1,15010,3,"z_SUV",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101.616346637846,3.39858400643953,84.1998851516993,0
"1284","1",1442,0,58,0,6,123288,0,366424,0,0,"PhD","Doctor",25,0,7000,1,"z_SUV",0,50111,4,1,1,17,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,180.002243345147,3.69425065463619,59.2366099651183,10.8220157793505
"1285","0",0,1,44,2,11,61898.0946086055,1,0,0,0,"Bachelors","z_Blue_Collar",55,1,9830,6,"z_SUV",0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132.651765725913,0,69.2735065516382,0
"1286","1",2908,0,34,0,11,76847,0,0,0,1,"Bachelors","Clerical",34,0,15870,4,"Minivan",0,0,0,0,2,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,145.993232519223,0,86.3904951597111,0
"1287","1",2967,0,47,0,10,31456,0,148339,0,0,"z_High_School","Clerical",56,0,1500,1,"z_SUV",0,3278,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,98.283960519327,3.36874428213318,29.119108217154,8.09529377684465
"1288","0",0,0,44,0,10,83339,0,269056,1,0,"Masters","Lawyer",37,0,15460,3,"z_SUV",0,0,0,0,1,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,151.333748732505,3.5796779245871,85.3543333522682,0
"1289","1",39260.243601,0,59,0,13,111559,0,330596,1,0,"Masters","",30,1,29020,15,"Pickup",0,1348,3,0,6,8.32832309502026,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,172.204518746175,3.65568153110706,114.104692552551,7.20711885620776
"1290","0",0,0,57,0,14,101399,0,0,0,1,"Masters","Lawyer",5,0,14350,1,"Minivan",0,6739,3,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165.071811282505,0,82.472417736045,8.81581520390635
"1291","0",0,0,48,0,12,62681,0,230262,1,0,"z_High_School","Clerical",5,0,11920,6,"z_SUV",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,133.392438254365,3.52327605119318,75.7117620579695,0
"1292","0",0,0,39,2,10.4992863630466,16851,0,150516,1,1,"z_High_School","Professional",43,1,5400,11,"Pickup",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,74.5409932909331,3.37375415299034,52.55735771913,0
"1293","0",0,0,59,3,17,44966,0,0,1,0,"Bachelors","Student",40,0,11900,1,"Minivan",0,6606,1,0,2,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115.140397773511,0,75.6531732686341,8.79588497202989
"1294","0",0,0,43,1,12,85494,1,154867.289723269,0,1,"Bachelors","z_Blue_Collar",29,1,15180,16,"Minivan",0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.054987817032,3.38357563682182,84.6381742822268,0
"1295","0",0,0,51,0,14,57775,0,216780,1,1,"Bachelors","z_Blue_Collar",46,1,7780,10,"Pickup",0,0,0,0,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128.662148612319,3.50165987447242,62.193012581484,0
"1296","0",0,0,53,0,10,222372,0,0,0,0,"Masters","Lawyer",60,0,37140,1,"Sports_Car",0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,233.752618870323,0,127.848935289424,0
"1297","0",0,0,48,0,13,92111,0,273337,1,1,"Masters","Lawyer",26,0,13190,1,"Minivan",0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158.193994816894,3.58544643898697,79.3291591032063,0
"1298","0",0,0,39,3,14,32966,1,0,0,1,"z_High_School","z_Blue_Collar",59,1,7750,25,"Minivan",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.346759103046,0,62.082340989505,0
"1299","0",0,0,47,0,5,31957,0,156435,1,1,"z_High_School","Clerical",24,0,9400,6,"Minivan",0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98.9743684399595,3.38705353067486,67.8597008066591,0
"1300","0",0,0,36,0,10,62833,0,154867.289723269,1,0,"Bachelors","z_Blue_Collar",49,1,19800,4,"z_SUV",0,0,0,0,2,8.32832309502026,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,133.535640416416,3.38357563682182,95.6671095851468,0
"1301","1",1342,0,44,2,10.4992863630466,27039,1,0,0,0,"z_High_School","Student",49,0,11270,6,"z_SUV",0,2189,2,0,5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,91.9119218628294,0,73.7797068485947,7.69165682281055
"1302","0",0,0,31,4,10,104421,1,0,0,1,"Bachelors","z_Blue_Collar",33,1,21070,1,"Minivan",0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.233398926468,0,98.4485560984729,0
"1303","1",5967,0,36,0,9,110873,0,0,0,1,"Bachelors","z_Blue_Collar",50,1,24730,6,"Panel_Truck",0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.734610280708,0,105.992788438395,0
"1304","0",0,0,31,3,13,93540,0,154867.289723269,1,0,"z_High_School","z_Blue_Collar",39,1,13950,6,"z_SUV",0,1150,2,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159.276547372811,3.38357563682182,81.4045555900345,7.04838640872188
"1305","0",0,0,44,0,0,0,0,0,1,1,"z_High_School","Student",50,1,17700,10,"Van",0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,90.8480637904432,0
"1306","0",0,0,35,0,10,82082,0,263271,1,1,"PhD","Doctor",36,0,15280,1,"Minivan",0,21014,2,1,6,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,150.3182921745,3.57175045191247,84.8947563641096,9.95299174743922
"1307","0",0,0,33,1,12,23514,0,105036,1,0,"z_High_School","Clerical",27,0,7920,7,"z_SUV",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,86.3967977004093,3.2521943710893,62.7064635656184,0
"1308","0",0,0,40,0,11,41477,0,185913,0,0,"PhD","Home_Maker",16,0,16710,4,"Minivan",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111.09350018207,3.44722472001714,88.4692088214092,0
"1309","0",0,0,52,0,14,74422,0,247486,1,0,"Bachelors","Professional",5,1,22490,9,"Pickup",0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,143.934098581572,3.54929555278426,101.453524480043,0
"1310","0",0,0,41,1,12,37282,1,0,0,0,"Bachelors","Professional",41,0,9330,7,"z_SUV",0,7037,2,0,5,14,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,105.967855755663,0,67.6262705703335,8.85907931788153
"1311","1",4344,1,39,2,13,31138,0,160202,1,0,"z_High_School","Clerical",38,0,9830,1,"z_SUV",0,4582,2,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,97.8425553072113,3.39528417467762,69.2735065516382,8.43010908450912
"1312","0",0,0,37,0,11,106784,0,290821,1,0,"Masters","Lawyer",22,0,12410,6,"z_SUV",0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,168.89945178753,3.60819356693919,77.1309696770255,0
"1313","1",5292,0,38,3,11,13337,1,106321,0,0,"z_High_School","Clerical",53,0,6920,11,"z_SUV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,67.2048724188621,3.25623052628103,58.9235507331592,0
"1314","0",0,0,43,0,12,128223,0,0,0,1,"Masters","",68,1,21890,9,"Van",0,0,0,0,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183.159271987754,0,100.196671829863,0
"1315","1",3444,0,44.7903126916002,2,0,0,1,0,0,0,"<High_School","Home_Maker",23,0,14500,1,"z_SUV",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82.8687234915758,0
"1316","1",4943,0,35,1,12,75165,0,253077,1,0,"Masters","Manager",32,0,11290,6,"Sports_Car",0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144.568920510695,3.55739240176584,73.8400372706499,0
"1317","0",0,0,41,0,11,46294,0,182167,0,1,"Bachelors","Professional",30,1,11960,1,"Pickup",0,5759,2,0,2,8,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,116.634611025838,3.44007499159865,75.8287808883713,8.65869275368994
"1318","1",18084.029792,0,49,0,7,225083,0,0,0,0,"PhD","",53,1,50970,11,"Panel_Truck",0,6364,1,0,5,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,235.010796210304,0,147.935378112566,8.75856951099151
"1319","0",0,0,44,0,6,38002,0,185665,0,0,"Bachelors","Clerical",30,0,10690,9,"Minivan",0,2513,3,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106.869618473391,3.44675539689612,72.0043479835249,7.82963038915019
"1320","1",5295,1,36,2,14,118971,1,0,0,1,"Bachelors","Manager",44,1,31390,1,"Panel_Truck",0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177.182331688858,0,118.309820797023,0
"1321","0",0,0,45,2,8,72245,0,241795,1,0,"Bachelors","Professional",28,0,13220,4,"z_SUV",0,0,0,0,2,11,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,142.053472120338,3.54088340322683,79.4122865146599,0
"1322","0",0,0,42,3,10,61438,0,222008,1,1,"Bachelors","Professional",25,0,16060,1,"Minivan",0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,132.214053966523,3.51018171578491,86.8657741349467,0
"1323","0",0,0,43,0,11,87247,0,0,0,0,"Masters","Lawyer",21,0,20900,13,"z_SUV",0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,154.437396842928,0,98.0815765219888,0
"1324","0",0,0,53,0,0,0,0,0,0,1,"<High_School","Student",53,0,6800,6,"Pickup",0,31796,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,58.4502817243377,10.3671272246954
"1325","0",0,0,51,0,0,0,0,0,1,0,"z_High_School","Student",30,1,12360,7,"z_SUV",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,76.9875528121516,0
